21,20,2,

04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,
04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,
04,04,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,04,04,
04,04,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,04,04,
04,04,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,04,04,
04,04,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,04,04,
04,04,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,04,04,
04,04,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,04,04,
04,04,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,04,04,
04,04,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,04,04,
04,04,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,04,04,
04,04,02,02,02,02,02,02,02,01,01,01,01,02,02,02,02,02,02,04,04,
04,04,02,02,02,02,02,02,02,03,03,03,03,02,02,02,02,02,02,04,04,
04,04,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,04,04,
04,04,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,04,04,
04,04,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,02,04,04,
04,04,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,04,04,
04,04,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,04,04,
04,04,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,03,04,04,
04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,04,

00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,
00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,


0.5,
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,
01,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,01,
01,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,01,
01,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,01,
01,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,01,
01,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,01,
01,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,01,
01,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,01,
01,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,01,
01,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,01,
01,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,01,
01,01,00,00,00,00,00,00,00,01,01,01,01,00,00,00,00,00,00,01,01,
01,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,01,
01,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,01,
01,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,01,
01,01,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01,01,
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,
01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,01,
