img/stage_bg.jpg

img/tileset.png
64,64

21,20,1

4,	4,	4,	4,	4,	4,	4,	4,	4,	4,	4,	4,	4,	4,	4,	4,	4,	4,	4,	4,	4,	
4,	4,	4,	4,	4,	4,	4,	4,	4,	4,	4,	4,	4,	4,	4,	4,	4,	4,	4,	4,	4,	
4,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	4,	4,	
4,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	4,	4,	
4,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	4,	4,	
4,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	4,	4,	
4,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	4,	4,	
4,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	4,	4,	
4,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	4,	4,	
4,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	4,	4,	
4,	4,	0,	0,	0,	0,	0,	0,	0,	1,	1,	1,	1,	0,	0,	0,	0,	0,	0,	4,	4,	
4,	4,	0,	0,	0,	0,	0,	0,	0,	3,	3,	3,	3,	0,	0,	0,	0,	0,	0,	4,	4,	
4,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	4,	4,	
4,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	4,	4,	
4,	4,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	0,	4,	4,	
4,	4,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	4,	4,	
4,	4,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	1,	4,	4,	
4,	4,	3,	3,	3,	3,	3,	3,	3,	3,	3,	3,	3,	3,	3,	3,	3,	3,	3,	4,	4,	
4,	4,	3,	3,	3,	3,	3,	3,	3,	3,	3,	3,	3,	3,	3,	3,	3,	3,	3,	4,	4,	
4,	4,	4,	4,	4,	4,	4,	4,	4,	4,	4,	4,	4,	4,	4,	4,	4,	4,	4,	4,	4,	

0.3,01-1,01-1,01-1,01-1,01-1,01-1,01-1,01-1,01-1,01-1,01-1,01-1,01-1,01-1,01-1,01-1,01-1,01-1,01-1,01-1,01-1,01-1,01-1,01-1,01-1,01-1,01-1,01-1,01-1,01-1,01-1,01-1,01-1,01-1,01-1,01-1,01-1,01-1,01-1,01-1,01-1,01-1,01-2,01-2,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01-3,01-3,01-2,01-2,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01-3,01-3,01-2,01-2,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01-3,01-3,01-2,01-2,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01-3,01-3,01-2,01-2,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01-3,01-3,01-2,01-2,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01-3,01-3,01-2,01-2,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01-3,01-3,01-2,01-2,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01-3,01-3,01-2,01-2,00,00,00,00,00,00,00,02-5,02-5,02-5,02-5,00,00,00,00,00,00,01-3,01-3,01-2,01-2,00,00,00,00,00,00,00,02-5,02-5,02-5,02-5,00,00,00,00,00,00,01-3,01-3,01-2,01-2,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01-3,01-3,01-2,01-2,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01-3,01-3,01-2,01-2,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01-3,01-3,01-2,01-2,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,00,01-3,01-3,01-2,01-2,02-4,02-4,02-4,02-4,02-4,02-4,02-4,02-4,02-4,02-4,02-4,02-4,02-4,02-4,02-4,02-4,02-4,01-3,01-3,01-2,01-2,02-4,02-4,02-4,02-4,02-4,02-4,02-4,02-4,02-4,02-4,02-4,02-4,02-4,02-4,02-4,02-4,02-4,01-3,01-3,01-2,01-2,02-4,02-4,02-4,02-4,02-4,02-4,02-4,02-4,02-4,02-4,02-4,02-4,02-4,02-4,02-4,02-4,02-4,01-3,01-3,01-2,01-2,02-4,02-4,02-4,02-4,02-4,02-4,02-4,02-4,02-4,02-4,02-4,02-4,02-4,02-4,02-4,02-4,02-4,01-3,01-3,00-vazio01-solido02-solido,blocomaisacimacortado03-meiosolido04-solido◢05-solido◣06-solido◤07-solido◥
